route_id,service_id,trip_id,trip_headsign,shape_id
3101,土日祝,土日祝_08時25分_系統3101,片上,3101
1182,土日祝,土日祝_08時34分_系統1182,表町BC (新道河本 経由),1182
5142,土日祝,土日祝_08時34分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
5141,土日祝,土日祝_08時35分_系統5141,東岡山 (岡山駅 経由),5141
1112,土日祝,土日祝_08時35分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
1272,土日祝,土日祝_08時39分_系統1272,岡山駅前経由表町BC (新道河本 経由),1272
1111,土日祝,土日祝_08時40分_系統1111,四御神 (県庁前 経由),1111
1632,土日祝,土日祝_08時47分_系統1632,岡山駅前経由表町BC (下市・西 経由),1632
1061,土日祝,土日祝_08時55分_系統1061,瀬戸駅,1061
1112,土日祝,土日祝_09時00分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
1282,土日祝,土日祝_09時02分_系統1282,岡山駅前経由表町BC (下市・中 経由),1282
5141,土日祝,土日祝_09時03分_系統5141,東岡山 (岡山駅 経由),5141
5142,土日祝,土日祝_09時04分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1611,土日祝,土日祝_09時05分_系統1611,ネオ西9 (新道河本 経由),1611
1062,土日祝,土日祝_09時05分_系統1062,表町BC経由 岡山駅,1062
1111,土日祝,土日祝_09時10分_系統1111,四御神 (県庁前 経由),1111
2021,土日祝,土日祝_09時15分_系統2021,ネオ東6 (中・下市 経由),2021
8001,土日祝,土日祝_09時15分_系統8001,岡山後楽園 (県立美術館 経由),8001
1632,土日祝,土日祝_09時18分_系統1632,岡山駅前経由表町BC (下市・西 経由),1632
5142,土日祝,土日祝_09時24分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1112,土日祝,土日祝_09時25分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
3107,土日祝,土日祝_09時28分_系統3107,長岡・駅前,3107
1111,土日祝,土日祝_09時30分_系統1111,四御神 (県庁前 経由),1111
1282,土日祝,土日祝_09時38分_系統1282,岡山駅前経由表町BC (下市・中 経由),1282
8001,土日祝,土日祝_09時45分_系統8001,岡山後楽園 (県立美術館 経由),8001
5141,土日祝,土日祝_09時50分_系統5141,東岡山 (岡山駅 経由),5141
1061,土日祝,土日祝_09時50分_系統1061,瀬戸駅,1061
1371,土日祝,土日祝_09時50分_系統1371,山陽団地 (西→中 経由),1371
1632,土日祝,土日祝_09時52分_系統1632,岡山駅前経由表町BC (下市・西 経由),1632
1112,土日祝,土日祝_09時55分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
1062,土日祝,土日祝_09時55分_系統1062,表町BC経由 岡山駅,1062
5142,土日祝,土日祝_10時00分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1111,土日祝,土日祝_10時00分_系統1111,四御神 (県庁前 経由),1111
1621,土日祝,土日祝_10時05分_系統1621,ネオ西9 (中・下市 経由),1621
3108,土日祝,土日祝_10時05分_系統3108,表町BC経由 岡山駅,3108
3102,土日祝,土日祝_10時05分_系統3102,表町BC経由 岡山駅,3102
1061,土日祝,土日祝_10時10分_系統1061,瀬戸駅,1061
8001,土日祝,土日祝_10時15分_系統8001,岡山後楽園 (県立美術館 経由),8001
1112,土日祝,土日祝_10時20分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
5141,土日祝,土日祝_10時25分_系統5141,東岡山 (岡山駅 経由),5141
1111,土日祝,土日祝_10時25分_系統1111,四御神 (県庁前 経由),1111
3101,土日祝,土日祝_10時30分_系統3101,片上,3101
1282,土日祝,土日祝_10時32分_系統1282,岡山駅前経由表町BC (下市・中 経由),1282
1611,土日祝,土日祝_10時35分_系統1611,ネオ西9 (新道河本 経由),1611
5142,土日祝,土日祝_10時39分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
8001,土日祝,土日祝_10時45分_系統8001,岡山後楽園 (県立美術館 経由),8001
2001,土日祝,土日祝_10時50分_系統2001,瀬戸駅 (ネオ東6 経由),2001
1112,土日祝,土日祝_10時50分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
1111,土日祝,土日祝_10時53分_系統1111,四御神 (県庁前 経由),1111
1062,土日祝,土日祝_10時55分_系統1062,表町BC経由 岡山駅,1062
1612,土日祝,土日祝_10時55分_系統1612,岡山駅前経由表町BC (新道河本 経由),1612
2021,土日祝,土日祝_10時55分_系統2021,ネオ東6 (中・下市 経由),2021
5141,土日祝,土日祝_11時00分_系統5141,東岡山 (岡山駅 経由),5141
5142,土日祝,土日祝_11時15分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1112,土日祝,土日祝_11時15分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
8001,土日祝,土日祝_11時15分_系統8001,岡山後楽園 (県立美術館 経由),8001
1111,土日祝,土日祝_11時15分_系統1111,四御神 (県庁前 経由),1111
1622,土日祝,土日祝_11時20分_系統1622,岡山駅前経由表町BC (下市・中 経由),1622
1611,土日祝,土日祝_11時20分_系統1611,ネオ西9 (新道河本 経由),1611
1061,土日祝,土日祝_11時20分_系統1061,瀬戸駅,1061
1062,土日祝,土日祝_11時25分_系統1062,表町BC経由 岡山駅,1062
5141,土日祝,土日祝_11時33分_系統5141,東岡山 (岡山駅 経由),5141
2021,土日祝,土日祝_11時35分_系統2021,ネオ東6 (中・下市 経由),2021
1112,土日祝,土日祝_11時40分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
1632,土日祝,土日祝_11時43分_系統1632,岡山駅前経由表町BC (下市・西 経由),1632
1111,土日祝,土日祝_11時45分_系統1111,四御神 (県庁前 経由),1111
8001,土日祝,土日祝_11時45分_系統8001,岡山後楽園 (県立美術館 経由),8001
5142,土日祝,土日祝_11時50分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
3107,土日祝,土日祝_11時50分_系統3107,長岡・駅前,3107
1621,土日祝,土日祝_11時55分_系統1621,ネオ西9 (中・下市 経由),1621
3102,土日祝,土日祝_12時00分_系統3102,表町BC経由 岡山駅,3102
1112,土日祝,土日祝_12時00分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
5141,土日祝,土日祝_12時05分_系統5141,東岡山 (岡山駅 経由),5141
1282,土日祝,土日祝_12時09分_系統1282,岡山駅前経由表町BC (下市・中 経由),1282
1111,土日祝,土日祝_12時10分_系統1111,四御神 (県庁前 経由),1111
1371,土日祝,土日祝_12時10分_系統1371,山陽団地 (西→中 経由),1371
8001,土日祝,土日祝_12時15分_系統8001,岡山後楽園 (県立美術館 経由),8001
1112,土日祝,土日祝_12時20分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
1072,土日祝,土日祝_12時22分_系統1072,瀬戸駅 (岡山駅 経由),1072
5142,土日祝,土日祝_12時25分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
2021,土日祝,土日祝_12時25分_系統2021,ネオ東6 (中・下市 経由),2021
5141,土日祝,土日祝_12時35分_系統5141,東岡山 (岡山駅 経由),5141
3108,土日祝,土日祝_12時37分_系統3108,表町BC経由 岡山駅,3108
1062,土日祝,土日祝_12時40分_系統1062,表町BC経由 岡山駅,1062
1111,土日祝,土日祝_12時40分_系統1111,四御神 (県庁前 経由),1111
3101,土日祝,土日祝_12時45分_系統3101,片上,3101
8001,土日祝,土日祝_12時45分_系統8001,岡山後楽園 (県立美術館 経由),8001
1371,土日祝,土日祝_12時50分_系統1371,山陽団地 (西→中 経由),1371
1112,土日祝,土日祝_12時50分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
1612,土日祝,土日祝_12時52分_系統1612,岡山駅前経由表町BC (新道河本 経由),1612
1061,土日祝,土日祝_13時00分_系統1061,瀬戸駅,1061
5141,土日祝,土日祝_13時00分_系統5141,東岡山 (岡山駅 経由),5141
5142,土日祝,土日祝_13時00分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1282,土日祝,土日祝_13時03分_系統1282,岡山駅前経由表町BC (下市・中 経由),1282
2011,土日祝,土日祝_13時05分_系統2011,ネオ東6 (新道河本 経由),2011
1111,土日祝,土日祝_13時05分_系統1111,四御神 (県庁前 経由),1111
8001,土日祝,土日祝_13時15分_系統8001,岡山後楽園 (県立美術館 経由),8001
1112,土日祝,土日祝_13時20分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
5141,土日祝,土日祝_13時30分_系統5141,東岡山 (岡山駅 経由),5141
5142,土日祝,土日祝_13時30分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1061,土日祝,土日祝_13時30分_系統1061,瀬戸駅,1061
1631,土日祝,土日祝_13時35分_系統1631,ネオ西9 (西・下市 経由),1631
1072,土日祝,土日祝_13時37分_系統1072,瀬戸駅 (岡山駅 経由),1072
1111,土日祝,土日祝_13時40分_系統1111,四御神 (県庁前 経由),1111
1282,土日祝,土日祝_13時45分_系統1282,岡山駅前経由表町BC (下市・中 経由),1282
8001,土日祝,土日祝_13時45分_系統8001,岡山後楽園 (県立美術館 経由),8001
1112,土日祝,土日祝_13時50分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
5142,土日祝,土日祝_13時59分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1632,土日祝,土日祝_14時00分_系統1632,岡山駅前経由表町BC (下市・西 経由),1632
2001,土日祝,土日祝_14時00分_系統2001,瀬戸駅 (ネオ東6 経由),2001
2021,土日祝,土日祝_14時00分_系統2021,ネオ東6 (中・下市 経由),2021
5141,土日祝,土日祝_14時05分_系統5141,東岡山 (岡山駅 経由),5141
1112,土日祝,土日祝_14時10分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
1111,土日祝,土日祝_14時15分_系統1111,四御神 (県庁前 経由),1111
8001,土日祝,土日祝_14時15分_系統8001,岡山後楽園 (県立美術館 経由),8001
1181,土日祝,土日祝_14時20分_系統1181,林野駅 (新道河本 経由),1181
1062,土日祝,土日祝_14時20分_系統1062,表町BC経由 岡山駅,1062
1061,土日祝,土日祝_14時25分_系統1061,瀬戸駅,1061
3102,土日祝,土日祝_14時25分_系統3102,表町BC経由 岡山駅,3102
1272,土日祝,土日祝_14時26分_系統1272,岡山駅前経由表町BC (新道河本 経由),1272
5142,土日祝,土日祝_14時29分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1631,土日祝,土日祝_14時35分_系統1631,ネオ西9 (西・下市 経由),1631
1111,土日祝,土日祝_14時36分_系統1111,四御神 (県庁前 経由),1111
5141,土日祝,土日祝_14時40分_系統5141,東岡山 (岡山駅 経由),5141
3101,土日祝,土日祝_14時40分_系統3101,片上,3101
1112,土日祝,土日祝_14時40分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
8001,土日祝,土日祝_14時45分_系統8001,岡山後楽園 (県立美術館 経由),8001
1622,土日祝,土日祝_14時45分_系統1622,岡山駅前経由表町BC (下市・中 経由),1622
5142,土日祝,土日祝_14時50分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1621,土日祝,土日祝_14時50分_系統1621,ネオ西9 (中・下市 経由),1621
5141,土日祝,土日祝_15時00分_系統5141,東岡山 (岡山駅 経由),5141
1112,土日祝,土日祝_15時03分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
1062,土日祝,土日祝_15時05分_系統1062,表町BC経由 岡山駅,1062
1632,土日祝,土日祝_15時05分_系統1632,岡山駅前経由表町BC (下市・西 経由),1632
2021,土日祝,土日祝_15時05分_系統2021,ネオ東6 (中・下市 経由),2021
1111,土日祝,土日祝_15時05分_系統1111,四御神 (県庁前 経由),1111
1061,土日祝,土日祝_15時10分_系統1061,瀬戸駅,1061
5142,土日祝,土日祝_15時15分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
8001,土日祝,土日祝_15時15分_系統8001,岡山後楽園 (県立美術館 経由),8001
2011,土日祝,土日祝_15時20分_系統2011,ネオ東6 (新道河本 経由),2011
1282,土日祝,土日祝_15時25分_系統1282,岡山駅前経由表町BC (下市・中 経由),1282
1112,土日祝,土日祝_15時28分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
3107,土日祝,土日祝_15時30分_系統3107,長岡・駅前,3107
1631,土日祝,土日祝_15時30分_系統1631,ネオ西9 (西・下市 経由),1631
5141,土日祝,土日祝_15時33分_系統5141,東岡山 (岡山駅 経由),5141
1111,土日祝,土日祝_15時35分_系統1111,四御神 (県庁前 経由),1111
5142,土日祝,土日祝_15時38分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1062,土日祝,土日祝_15時40分_系統1062,表町BC経由 岡山駅,1062
2021,土日祝,土日祝_15時45分_系統2021,ネオ東6 (中・下市 経由),2021
8001,土日祝,土日祝_15時45分_系統8001,岡山後楽園 (県立美術館 経由),8001
1112,土日祝,土日祝_15時53分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
5141,土日祝,土日祝_15時55分_系統5141,東岡山 (岡山駅 経由),5141
1612,土日祝,土日祝_15時55分_系統1612,岡山駅前経由表町BC (新道河本 経由),1612
5142,土日祝,土日祝_16時04分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1641,土日祝,土日祝_16時05分_系統1641,瀬戸駅 (ネオ西9 経由),1641
2021,土日祝,土日祝_16時05分_系統2021,ネオ東6 (中・下市 経由),2021
1111,土日祝,土日祝_16時10分_系統1111,四御神 (県庁前 経由),1111
1632,土日祝,土日祝_16時13分_系統1632,岡山駅前経由表町BC (下市・西 経由),1632
3102,土日祝,土日祝_16時15分_系統3102,表町BC経由 岡山駅,3102
8001,土日祝,土日祝_16時15分_系統8001,岡山後楽園 (県立美術館 経由),8001
1062,土日祝,土日祝_16時20分_系統1062,表町BC経由 岡山駅,1062
1631,土日祝,土日祝_16時20分_系統1631,ネオ西9 (西・下市 経由),1631
3108,土日祝,土日祝_16時22分_系統3108,表町BC経由 岡山駅,3108
5141,土日祝,土日祝_16時23分_系統5141,東岡山 (岡山駅 経由),5141
1061,土日祝,土日祝_16時25分_系統1061,瀬戸駅,1061
1072,土日祝,土日祝_16時27分_系統1072,瀬戸駅 (岡山駅 経由),1072
5142,土日祝,土日祝_16時27分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1112,土日祝,土日祝_16時30分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
1272,土日祝,土日祝_16時33分_系統1272,岡山駅前経由表町BC (新道河本 経由),1272
1181,土日祝,土日祝_16時35分_系統1181,林野駅 (新道河本 経由),1181
1111,土日祝,土日祝_16時40分_系統1111,四御神 (県庁前 経由),1111
1622,土日祝,土日祝_16時43分_系統1622,岡山駅前経由表町BC (下市・中 経由),1622
8001,土日祝,土日祝_16時45分_系統8001,岡山後楽園 (県立美術館 経由),8001
5141,土日祝,土日祝_16時45分_系統5141,東岡山 (岡山駅 経由),5141
1611,土日祝,土日祝_16時45分_系統1611,ネオ西9 (新道河本 経由),1611
2001,土日祝,土日祝_16時50分_系統2001,瀬戸駅 (ネオ東6 経由),2001
5142,土日祝,土日祝_16時50分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1282,土日祝,土日祝_17時02分_系統1282,岡山駅前経由表町BC (下市・中 経由),1282
2021,土日祝,土日祝_17時05分_系統2021,ネオ東6 (中・下市 経由),2021
5141,土日祝,土日祝_17時10分_系統5141,東岡山 (岡山駅 経由),5141
5142,土日祝,土日祝_17時14分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1112,土日祝,土日祝_17時15分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
8001,土日祝,土日祝_17時15分_系統8001,岡山後楽園 (県立美術館 経由),8001
1111,土日祝,土日祝_17時15分_系統1111,四御神 (県庁前 経由),1111
1641,土日祝,土日祝_17時15分_系統1641,瀬戸駅 (ネオ西9 経由),1641
1621,土日祝,土日祝_17時25分_系統1621,ネオ西9 (中・下市 経由),1621
1272,土日祝,土日祝_17時30分_系統1272,岡山駅前経由表町BC (新道河本 経由),1272
5141,土日祝,土日祝_17時35分_系統5141,東岡山 (岡山駅 経由),5141
1061,土日祝,土日祝_17時40分_系統1061,瀬戸駅,1061
5142,土日祝,土日祝_17時40分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1621,土日祝,土日祝_17時45分_系統1621,ネオ西9 (中・下市 経由),1621
1111,土日祝,土日祝_17時45分_系統1111,四御神 (県庁前 経由),1111
1062,土日祝,土日祝_17時55分_系統1062,表町BC経由 岡山駅,1062
1622,土日祝,土日祝_18時00分_系統1622,岡山駅前経由表町BC (下市・中 経由),1622
5141,土日祝,土日祝_18時05分_系統5141,東岡山 (岡山駅 経由),5141
5142,土日祝,土日祝_18時10分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
2021,土日祝,土日祝_18時10分_系統2021,ネオ東6 (中・下市 経由),2021
1112,土日祝,土日祝_18時10分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
3101,土日祝,土日祝_18時15分_系統3101,片上,3101
1111,土日祝,土日祝_18時15分_系統1111,四御神 (県庁前 経由),1111
1631,土日祝,土日祝_18時30分_系統1631,ネオ西9 (西・下市 経由),1631
2064,土日祝,土日祝_18時40分_系統2064,仁堀,2064
2001,土日祝,土日祝_18時40分_系統2001,瀬戸駅 (ネオ東6 経由),2001
1112,土日祝,土日祝_18時40分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
5141,土日祝,土日祝_18時40分_系統5141,東岡山 (岡山駅 経由),5141
1272,土日祝,土日祝_18時43分_系統1272,岡山駅前経由表町BC (新道河本 経由),1272
1111,土日祝,土日祝_18時45分_系統1111,四御神 (県庁前 経由),1111
1611,土日祝,土日祝_18時50分_系統1611,ネオ西9 (新道河本 経由),1611
1062,土日祝,土日祝_18時55分_系統1062,表町BC経由 岡山駅,1062
3107,土日祝,土日祝_19時00分_系統3107,長岡・駅前,3107
2021,土日祝,土日祝_19時05分_系統2021,ネオ東6 (中・下市 経由),2021
1122,土日祝,土日祝_19時10分_系統1122,表町BC経由 岡山駅 (清水 経由),1122
5142,土日祝,土日祝_19時11分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1111,土日祝,土日祝_19時15分_系統1111,四御神 (県庁前 経由),1111
5141,土日祝,土日祝_19時15分_系統5141,東岡山 (岡山駅 経由),5141
1072,土日祝,土日祝_19時23分_系統1072,瀬戸駅 (岡山駅 経由),1072
3107,土日祝,土日祝_19時30分_系統3107,長岡・駅前,3107
1621,土日祝,土日祝_19時35分_系統1621,ネオ西9 (中・下市 経由),1621
3104,土日祝,土日祝_19時40分_系統3104,八日市,3104
1112,土日祝,土日祝_19時41分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
1111,土日祝,土日祝_19時45分_系統1111,四御神 (県庁前 経由),1111
3108,土日祝,土日祝_19時45分_系統3108,表町BC経由 岡山駅,3108
5141,土日祝,土日祝_19時55分_系統5141,東岡山 (岡山駅 経由),5141
1612,土日祝,土日祝_19時55分_系統1612,岡山駅前経由表町BC (新道河本 経由),1612
2011,土日祝,土日祝_20時00分_系統2011,ネオ東6 (新道河本 経由),2011
5142,土日祝,土日祝_20時10分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1061,土日祝,土日祝_20時20分_系統1061,瀬戸駅,1061
3108,土日祝,土日祝_20時20分_系統3108,表町BC経由 岡山駅,3108
1111,土日祝,土日祝_20時25分_系統1111,四御神 (県庁前 経由),1111
1631,土日祝,土日祝_20時25分_系統1631,ネオ西9 (西・下市 経由),1631
5141,土日祝,土日祝_20時30分_系統5141,東岡山 (岡山駅 経由),5141
5142,土日祝,土日祝_20時45分_系統5142,表町BC (高島団地・岡山駅前 経由),5142
1621,土日祝,土日祝_20時50分_系統1621,ネオ西9 (中・下市 経由),1621
3107,土日祝,土日祝_20時50分_系統3107,長岡・駅前,3107
1111,土日祝,土日祝_21時10分_系統1111,四御神 (県庁前 経由),1111
1631,土日祝,土日祝_21時15分_系統1631,ネオ西9 (西・下市 経由),1631
5132,土日祝,土日祝_21時15分_系統5132,表町BC (高島団地・弓之町 経由),5132
1112,土日祝,土日祝_21時17分_系統1112,表町BC経由 岡山駅 (清水 経由),1112
1062,土日祝,土日祝_21時20分_系統1062,表町BC経由 岡山駅,1062
3110,土日祝,土日祝_21時25分_系統3110,表町BC,3110
3107,土日祝,土日祝_21時30分_系統3107,長岡・駅前,3107
2021,土日祝,土日祝_21時40分_系統2021,ネオ東6 (中・下市 経由),2021
5141,土日祝,土日祝_21時50分_系統5141,東岡山 (岡山駅 経由),5141
1111,土日祝,土日祝_21時55分_系統1111,四御神 (県庁前 経由),1111
1041,土日祝,土日祝_22時05分_系統1041,八日市,1041
1621,土日祝,土日祝_22時05分_系統1621,ネオ西9 (中・下市 経由),1621
2081,土日祝,土日祝_23時30分_系統2081,深夜 西9 (中・下市 経由),2081
